date,eq_基准组,eq_消融A,eq_消融B,eq_消融C,eq_消融D
2024-03-15,1.0652863591928152,1.125748791996451,1.0652863591928152,1.0652863591928152,1.0652863591928152
2024-03-18,1.0695757849358343,1.1302816725753604,1.0695757849358343,1.0695757849358343,1.0695757849358343
2024-03-19,1.0651119739828434,1.1255645092092232,1.0651119739828434,1.0651119739828434,1.0651119739828434
2024-03-20,1.067825119330101,1.1284316444830667,1.067825119330101,1.067825119330101,1.0738888913327092
2024-03-21,1.068051898115926,1.1286712945470987,1.068051898115926,1.068051898115926,1.0746491132531928
2024-03-22,1.0639330631668609,1.1243186869798187,1.0639330631668609,1.0639330631668609,1.0608348584295049
2024-03-25,1.0594230742786015,1.1195527247584285,1.0594230742786015,1.0594230742786015,1.0458453395414327
2024-03-26,1.0599700922501643,1.1201307898161221,1.0599700922501643,1.0599700922501643,1.0476453638820198
2024-03-27,1.057884212428041,1.1179265217620522,1.057884212428041,1.057884212428041,1.0476682801808304
2024-03-28,1.057350018599691,1.1173620087071654,1.057350018599691,1.057350018599691,1.0471392450342085
2024-03-29,1.0539110397888276,1.113727843856914,1.0539110397888276,1.0539110397888276,1.0437334762610022
2024-04-01,1.0732286654507799,1.1341418795436757,1.0732286654507799,1.0673823296998906,1.0628645526270855
2024-04-02,1.0642459480037276,1.1246493302140037,1.0642459480037276,1.0611286803807585,1.0539685808103743
2024-04-03,1.067631621825617,1.1282271646452773,1.067631621825617,1.0634917102058588,1.0573215593580843
2024-04-08,1.073295694402056,1.134212712855561,1.073295694402056,1.0674411866690257,1.0629309342833015
2024-04-09,1.0754571754947804,1.136496873079767,1.0754571754947804,1.0680418432016299,1.0650715420667
2024-04-10,1.0813695693241472,1.1427448365064838,1.0813695693241472,1.0739134707728029,1.070926840219555
2024-04-11,1.070039238319225,1.1307714301715188,1.070039238319225,1.0626612629803223,1.0597059256257344
2024-04-12,1.0637753062976714,1.1241519763077192,1.0637753062976714,1.056440521090798,1.0535024840665408
2024-04-15,1.0637753062976714,1.1241519763077192,1.0637753062976714,1.056440521090798,1.0535024840665408
2024-04-16,1.0637753062976714,1.1241519763077192,1.0637753062976714,1.056440521090798,1.0535024840665408
2024-04-17,1.0637753062976714,1.1241519763077192,1.0637753062976714,1.056440521090798,1.0535024840665408
2024-04-18,1.0637753062976714,1.1241519763077192,1.0637753062976714,1.056440521090798,1.0535024840665408
2024-04-19,1.0637753062976714,1.1241519763077192,1.0637753062976714,1.056440521090798,1.0535024840665408
2024-04-22,1.0637753062976714,1.1241519763077192,1.0637753062976714,1.056440521090798,1.0535024840665408
2024-04-23,1.0637753062976714,1.1241519763077192,1.0637753062976714,1.056440521090798,1.0535024840665408
2024-04-24,1.0637753062976714,1.1241519763077192,1.0637753062976714,1.056440521090798,1.0535024840665408
2024-04-25,1.0637753062976714,1.1241519763077192,1.0637753062976714,1.056440521090798,1.0535024840665408
2024-04-26,1.0637753062976714,1.1241519763077192,1.0637753062976714,1.056440521090798,1.0535024840665408
2024-04-29,1.0191129347727355,1.0769547036138398,1.0191129347727355,1.025392425560344,1.009271414716397
2024-04-30,1.0361337409771918,1.0949415593152412,1.0361337409771918,1.0445849080527048,1.0261278518897865
2024-05-06,1.0318074121119818,1.0903696811045036,1.0318074121119818,1.0402232917273748,1.0218433021550777
2024-05-07,1.0250675357103598,1.0832472696966635,1.0250675357103598,1.0334284418997504,1.0151685123856833
2024-05-08,1.033247430793198,1.0918914308921006,1.033247430793198,1.041675055840658,1.023269414651563
2024-05-09,1.0270374760648455,1.0853290179094615,1.0270374760648455,1.0354144499628786,1.017119429129687
2024-05-10,1.0270374760648455,1.0853290179094615,1.0270374760648455,1.0354144499628786,1.017119429129687
2024-05-13,1.0270374760648455,1.0853290179094615,1.0270374760648455,1.0354144499628786,1.017119429129687
2024-05-14,1.0270374760648455,1.0853290179094615,1.0270374760648455,1.0354144499628786,1.017119429129687
2024-05-15,1.0270374760648455,1.0853290179094615,1.0270374760648455,1.0354144499628786,1.017119429129687
2024-05-16,1.0276494008644943,1.0859756737105544,1.0276494008644943,1.03603136589303,1.0177254446037025
2024-05-17,1.0394607983306783,1.098457450384595,1.0394607983306783,1.0479391023639528,1.029422780025249
2024-05-20,1.0374372316909803,1.096319032220778,1.0374372316909803,1.0458990306158078,1.0274187548622513
2024-05-21,1.0407996147905565,1.0998722540187604,1.0407996147905565,1.0492888388056234,1.0307486676049293
2024-05-22,1.039380561384879,1.0983726594323524,1.039380561384879,1.0478582109699799,1.0293433179234186
2024-05-23,1.03819615944499,1.097121034419451,1.03819615944499,1.0466641485217196,1.0281703536908224
2024-05-24,1.0451517517125897,1.1044714050735944,1.0451517517125897,1.0536764736897528,1.0350587761694128
2024-05-27,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-05-28,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-05-29,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-05-30,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-05-31,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-03,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-04,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-05,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-06,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-07,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-11,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-12,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-13,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-14,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-17,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-18,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-19,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-20,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-21,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-24,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-25,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-26,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-27,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-06-28,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-01,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-02,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-03,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-04,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-05,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-08,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-09,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-10,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-11,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-12,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-15,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-16,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-17,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-18,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-19,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-22,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-23,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-24,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-25,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-26,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-29,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-30,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-07-31,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-08-01,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-08-02,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-08-05,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-08-06,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-08-07,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-08-08,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-08-09,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-08-12,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-08-13,1.0430488525976462,1.1022491517631028,1.0430488525976462,1.051556422395452,1.0329761846407142
2024-08-14,1.0679214009473963,1.1022491517631028,1.0679214009473963,1.051556422395452,1.0576085400981123
2024-08-15,1.0770458097030664,1.1022491517631028,1.0770458097030664,1.051556422395452,1.06664483491792
2024-08-16,1.0650321919952885,1.1022491517631028,1.0650321919952885,1.051556422395452,1.0547472320850262
2024-08-19,1.0650321919952885,1.1022491517631028,1.0650321919952885,1.051556422395452,1.0547472320850262
2024-08-20,1.0650321919952885,1.1022491517631028,1.0650321919952885,1.051556422395452,1.0547472320850262
2024-08-21,1.0650321919952885,1.1022491517631028,1.0650321919952885,1.051556422395452,1.0547472320850262
2024-08-22,1.0650321919952885,1.1022491517631028,1.0650321919952885,1.051556422395452,1.0547472320850262
2024-08-23,1.0650321919952885,1.1022491517631028,1.0650321919952885,1.051556422395452,1.0547472320850262
2024-08-26,1.0650321919952885,1.1022491517631028,1.0650321919952885,1.051556422395452,1.0547472320850262
2024-08-27,1.0650321919952885,1.1022491517631028,1.0650321919952885,1.051556422395452,1.0547472320850262
2024-08-28,1.0650321919952885,1.1022491517631028,1.0650321919952885,1.051556422395452,1.0547472320850262
2024-08-29,1.0650321919952885,1.1022491517631028,1.0650321919952885,1.051556422395452,1.0547472320850262
2024-08-30,1.0650321919952885,1.1022491517631028,1.0650321919952885,1.051556422395452,1.0547472320850262
2024-09-02,1.0961034854796754,1.1022491517631028,1.0961034854796754,1.051556422395452,1.0855184717210422
2024-09-03,1.1004237830405323,1.1022491517631028,1.1004237830405323,1.051556422395452,1.0897970483953874
2024-09-04,1.1031578956529915,1.1022491517631028,1.1031578956529915,1.051556422395452,1.0925047578260265
2024-09-05,1.1271849745320623,1.1022491517631028,1.1271849745320623,1.051556422395452,1.116299808466994
2024-09-06,1.1178381147029455,1.1022491517631028,1.1178381147029455,1.051556422395452,1.107043210772066
2024-09-09,1.1198191548252854,1.1022491517631028,1.1198191548252854,1.051556422395452,1.109005120094049
2024-09-10,1.1198191548252854,1.1022491517631028,1.1198191548252854,1.051556422395452,1.109005120094049
2024-09-11,1.1634848423992963,1.1452297231189443,1.1634848423992963,1.051556422395452,1.1522491304178057
2024-09-12,1.1527981708194226,1.1347107258028781,1.1527981708194226,1.051556422395452,1.1416656594637902
2024-09-13,1.1525741099025995,1.134490180409948,1.1525741099025995,1.051556422395452,1.1414437622914664
2024-09-18,1.1525741099025995,1.134490180409948,1.1525741099025995,1.051556422395452,1.1414437622914664
2024-09-19,1.1525741099025995,1.134490180409948,1.1525741099025995,1.051556422395452,1.1414437622914664
2024-09-20,1.1525741099025995,1.134490180409948,1.1525741099025995,1.051556422395452,1.1414437622914664
2024-09-23,1.1525741099025995,1.134490180409948,1.1525741099025995,1.051556422395452,1.1414437622914664
2024-09-24,1.1579831370118505,1.1398143396881182,1.1579831370118505,1.051556422395452,1.1468005547101696
2024-09-25,1.155708000447435,1.1375749000987287,1.155708000447435,1.051556422395452,1.1445473890199973
2024-09-26,1.1555748576913867,1.1374438463573409,1.1555748576913867,1.051556422395452,1.1444155320165474
2024-09-27,1.1555748576913867,1.1374438463573409,1.1555748576913867,1.051556422395452,1.1444155320165474
2024-09-30,1.159157196319042,1.1395595253203126,1.159157196319042,1.051556422395452,1.1479632761883285
2024-10-08,1.1374844874520509,1.1267757500529194,1.1374844874520509,1.051556422395452,1.126499859531957
2024-10-09,1.1323912609414235,1.1237485839587829,1.1323912609414235,1.051556422395452,1.121455818042092
2024-10-10,1.1323912609414235,1.1237485839587829,1.1323912609414235,1.051556422395452,1.121455818042092
2024-10-11,1.1323912609414235,1.1237485839587829,1.1323912609414235,1.051556422395452,1.121455818042092
2024-10-14,1.1323912609414235,1.1237485839587829,1.1323912609414235,1.051556422395452,1.121455818042092
2024-10-15,1.1323912609414235,1.1237485839587829,1.1323912609414235,1.051556422395452,1.121455818042092
2024-10-16,1.1323912609414235,1.1237485839587829,1.1323912609414235,1.051556422395452,1.121455818042092
2024-10-17,1.1323912609414235,1.1237485839587829,1.1323912609414235,1.051556422395452,1.121455818042092
2024-10-18,1.1323912609414235,1.1396062690730513,1.1323912609414235,1.051556422395452,1.121455818042092
2024-10-21,1.1323912609414235,1.1577860298349565,1.1323912609414235,1.051556422395452,1.121455818042092
2024-10-22,1.1323912609414235,1.1702994574969487,1.1323912609414235,1.051556422395452,1.121455818042092
2024-10-23,1.1323912609414235,1.1846001092626128,1.1323912609414235,1.051556422395452,1.121455818042092
2024-10-24,1.1323912609414235,1.1746821759119133,1.1323912609414235,1.051556422395452,1.121455818042092
2024-10-25,1.1323912609414235,1.174145879782889,1.1323912609414235,1.051556422395452,1.121455818042092
2024-10-28,1.1323912609414235,1.174145879782889,1.1323912609414235,1.051556422395452,1.121455818042092
2024-10-29,1.1323912609414235,1.174145879782889,1.1323912609414235,1.051556422395452,1.121455818042092
2024-10-30,1.1323912609414235,1.174145879782889,1.1323912609414235,1.051556422395452,1.121455818042092
2024-10-31,1.1323912609414235,1.174145879782889,1.1323912609414235,1.051556422395452,1.121455818042092
2024-11-01,1.1323912609414235,1.174145879782889,1.1323912609414235,1.051556422395452,1.121455818042092
2024-11-04,1.1323912609414235,1.174145879782889,1.1323912609414235,1.051556422395452,1.121455818042092
2024-11-05,1.1323912609414235,1.174145879782889,1.1323912609414235,1.051556422395452,1.121455818042092
2024-11-06,1.1323912609414235,1.174145879782889,1.1323912609414235,1.051556422395452,1.121455818042092
2024-11-07,1.1323912609414235,1.174145879782889,1.1323912609414235,1.051556422395452,1.121455818042092
2024-11-08,1.1323912609414235,1.174145879782889,1.1323912609414235,1.051556422395452,1.121455818042092
2024-11-11,1.19125717029474,1.2351823495181011,1.19125717029474,1.051556422395452,1.179753262402209
2024-11-12,1.1941986891160592,1.2382323308483036,1.1941986891160592,1.051556422395452,1.1826663751308484
2024-11-13,1.2388529354119207,1.2845331114278953,1.2388529354119207,1.051556422395452,1.2268893977168278
2024-11-14,1.199660440478907,1.2438954731563385,1.199660440478907,1.051556422395452,1.1880753826478023
2024-11-15,1.1915410976337943,1.2354767460988652,1.1915410976337943,1.051556422395452,1.1800344478698703
2024-11-18,1.1982350031200828,1.2424174757013238,1.1982350031200828,1.051556422395452,1.186663710662645
2024-11-19,1.2035051646224784,1.247881963663447,1.2035051646224784,1.051556422395452,1.1918829784923608
2024-11-20,1.2038615162785726,1.2482514550602715,1.2038615162785726,1.051556422395452,1.1922358888792386
2024-11-21,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-11-22,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-11-25,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-11-26,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-11-27,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-11-28,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-11-29,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-12-02,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-12-03,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-12-04,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-12-05,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-12-06,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-12-09,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-12-10,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-12-11,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-12-12,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-12-13,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-12-16,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-12-17,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-12-18,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-12-19,1.2037791177536015,1.2481660182576997,1.2037791177536015,1.051556422395452,1.1921542860724932
2024-12-20,1.2153269149249757,1.2601396169042183,1.2153269149249757,1.051556422395452,1.2035905667734246
2024-12-23,1.2043853908672544,1.2487946464562494,1.2043853908672544,1.051556422395452,1.1927547044385476
2024-12-24,1.196342421040948,1.240455108516929,1.196342421040948,1.051556422395452,1.1847894051491927
2024-12-25,1.196342421040948,1.240455108516929,1.196342421040948,1.051556422395452,1.1847894051491927
2024-12-26,1.196342421040948,1.240455108516929,1.196342421040948,1.051556422395452,1.1847894051491927
2024-12-27,1.196342421040948,1.240455108516929,1.196342421040948,1.051556422395452,1.1847894051491927
2024-12-30,1.212289978951919,1.2569907001093603,1.212289978951919,1.051556422395452,1.2005829583314676
2024-12-31,1.2009153739933607,1.2451966797853724,1.2009153739933607,1.051556422395452,1.1893181973352542
2025-01-02,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-03,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-06,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-07,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-08,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-09,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-10,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-13,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-14,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-15,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-16,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-17,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-20,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-21,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-22,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-23,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-24,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-01-27,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-05,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-06,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-07,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-10,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-11,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-12,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-13,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-14,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-17,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-18,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-19,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-20,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-21,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-24,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-25,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-26,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-27,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-02-28,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-03,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-04,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-05,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-06,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-07,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-10,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-11,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-12,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-13,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-14,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-17,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-18,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-19,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-20,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-21,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-24,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-25,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-26,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-27,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-28,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-03-31,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-01,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-02,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-03,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-07,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-08,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-09,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-10,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-11,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-14,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-15,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-16,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-17,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-18,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-21,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-22,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-23,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-24,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-25,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-28,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-29,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-04-30,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-05-06,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-05-07,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
2025-05-08,1.1980055052498528,1.242179515565067,1.1980055052498528,1.051556422395452,1.1864364290412877
